"learner.id","auc","timepredict","timetrain","estrategia"
"mlp",0.900219062834146,0.0950000000011642,2.125,"Multi-Classe"
"mlp",0.878472651288916,0.0989999999983411,2.1239999999998,"Multi-Classe"
"mlp",0.878601012425219,0.092000000000553,2.53700000000026,"Multi-Classe"
"mlp",0.879696936894027,0.0939999999973224,1.98600000000079,"Multi-Classe"
"mlp",0.911959912051951,0.0900000000001455,2.03299999999945,"Multi-Classe"
"mlp",0.90804411463926,0.0900000000001455,1.95799999999872,"Multi-Classe"
"mlp",0.925552409481118,0.139000000002852,1.95900000000256,"Multi-Classe"
"mlp",0.929738456818531,0.11699999999837,2.46199999999953,"Multi-Classe"
"mlp",0.90793059116575,0.151999999998225,2.74799999999959,"Multi-Classe"
"mlp",0.875050733030956,0.0930000000007567,4.17299999999886,"Multi-Classe"
"mlp",0.845861638872453,0.0929999999971187,1.9330000000009,"Multi-Classe"
"mlp",0.926476038926596,0.0910000000003492,1.96399999999994,"Multi-Classe"
"mlp",0.870453765184552,0.0900000000001455,2.01900000000023,"Multi-Classe"
"mlp",0.9170337008411,0.0900000000001455,2.00900000000183,"Multi-Classe"
"mlp",0.897709473163914,0.0910000000003492,1.91699999999764,"Multi-Classe"
"mlp",0.915206914622565,0.0930000000007567,2.06000000000131,"Multi-Classe"
"mlp",0.894732154133154,0.0960000000013679,2.03499999999985,"Multi-Classe"
"mlp",0.900241900516111,0.092000000000553,1.97400000000198,"Multi-Classe"
"mlp",0.897875934082791,0.0939999999973224,2.19399999999951,"Multi-Classe"
"mlp",0.901851319220739,0.0990000000019791,1.99500000000262,"Multi-Classe"
"mlp",0.883201886061987,0.101999999998952,2.13100000000122,"Multi-Classe"
"mlp",0.895818266076185,0.0969999999979336,2.22400000000198,"Multi-Classe"
"mlp",0.912206378222063,0.0910000000003492,1.96699999999691,"Multi-Classe"
"mlp",0.874735221208283,0.0999999999985448,2.00599999999758,"Multi-Classe"
"mlp",0.913115570999181,0.0930000000007567,1.98400000000038,"Multi-Classe"
"mlp",0.871042373290609,0.092000000000553,1.97399999999834,"Multi-Classe"
"mlp",0.919685297189899,0.092000000000553,2.07500000000073,"Multi-Classe"
"mlp",0.894149579860579,0.0980000000017753,2.08600000000297,"Multi-Classe"
"mlp",0.926578803985033,0.117000000002008,2.08300000000236,"Multi-Classe"
"mlp",0.912998575498575,0.0990000000019791,2.23800000000119,"Multi-Classe"
"mlp",0.886329875757397,0.0910000000003492,1.94000000000233,"Multi-Classe"
"mlp",0.907646097163278,0.0900000000001455,2.02699999999822,"Multi-Classe"
"mlp",0.871387957545344,0.0979999999981374,1.98199999999997,"Multi-Classe"
"mlp",0.895681415468001,0.0910000000003492,2.2510000000002,"Multi-Classe"
"mlp",0.929684384107992,0.102999999999156,2.04500000000189,"Multi-Classe"
"mlp",0.905768637092044,0.0989999999983411,2.03900000000067,"Multi-Classe"
"mlp",0.921275614587731,0.0990000000019791,2.07400000000052,"Multi-Classe"
"mlp",0.87407502976647,0.114000000001397,2.01499999999942,"Multi-Classe"
"mlp",0.910636869630864,0.091999999996915,2.08699999999953,"Multi-Classe"
"mlp",0.873110579900348,0.092000000000553,2.03199999999924,"Multi-Classe"
"mlp",0.918571720757639,0.0910000000003492,1.93999999999869,"Multi-Classe"
"mlp",0.899992578673166,0.0930000000007567,2.04899999999907,"Multi-Classe"
"mlp",0.880764417969127,0.140000000003056,2.17000000000189,"Multi-Classe"
"mlp",0.908822622024486,0.0969999999979336,2.28399999999965,"Multi-Classe"
"mlp",0.913770325203252,0.132999999997992,2.25599999999758,"Multi-Classe"
"mlp",0.913463070611286,0.0900000000001455,2.38199999999779,"Multi-Classe"
"mlp",0.893706646871051,0.0990000000019791,2.07099999999991,"Multi-Classe"
"mlp",0.922358055562572,0.114999999997963,2.04400000000169,"Multi-Classe"
"mlp",0.894204797627166,0.0940000000009604,2.05200000000332,"Multi-Classe"
"mlp",0.897091550055962,0.0940000000009604,1.93100000000049,"Multi-Classe"
"mlp",0.904291291651582,0.156999999999243,2.04799999999886,"Multi-Classe"
"mlp",0.911717138790885,0.105999999999767,1.94800000000032,"Multi-Classe"
"mlp",0.905840395123471,0.11200000000099,1.98600000000079,"Multi-Classe"
"mlp",0.906947376207435,0.0950000000011642,2.04099999999744,"Multi-Classe"
"mlp",0.864906143296234,0.092000000000553,1.96900000000096,"Multi-Classe"
"mlp",0.911631598234221,0.105000000003201,1.96800000000076,"Multi-Classe"
